Year,Month,Mission,Country,Personnel_Type,Male,Female,Total
2015,6,UNAMID,Indonesia,Individual Police,9,6,15
2015,6,UNAMID,Iran,Experts on Mission,2,0,2
2015,6,UNAMID,Jamaica,Individual Police,5,7,12
2015,6,UNAMID,Jordan,Individual Police,173,11,184
2015,6,UNAMID,Kenya,Experts on Mission,2,0,2
2015,6,UNAMID,Kyrgyzstan,Individual Police,3,0,3
2015,6,UNAMID,Lesotho,Experts on Mission,2,0,2
2015,6,UNAMID,Madagascar,Individual Police,4,1,5
2015,6,UNAMID,Malawi,Individual Police,14,6,20
2015,6,UNAMID,Malaysia,Individual Police,15,0,15
2015,6,UNAMID,Mali,Contingent Troops,1,0,1
2015,6,UNAMID,Mongolia,Contingent Troops,38,32,70
2015,6,UNAMID,Namibia,Individual Police,31,34,65
2015,6,UNAMID,Nepal,Individual Police,36,4,40
2015,6,UNAMID,Nigeria,Individual Police,69,11,80
2015,6,UNAMID,Pakistan,Other,140,0,140
2015,6,UNAMID,Pakistan,Contingent Troops,1,0,1
2015,6,UNAMID,Peru,Experts on Mission,2,0,2
2015,6,UNAMID,Qatar,Contingent Troops,2,0,2
2015,6,UNAMID,Rwanda,Individual Police,28,54,82
2015,6,UNAMID,Samoa,Individual Police,2,0,2
2015,6,UNAMID,Senegal,Individual Police,3,0,3
2015,6,UNAMID,Serbia,Individual Police,25,41,66
2015,6,UNAMID,Slovenia,Experts on Mission,7,3,10
2015,6,UNAMID,Switzerland,Individual Police,57,17,74
2015,6,UNAMID,Thailand,Experts on Mission,2,1,3
2015,6,UNAMID,Togo,Other,133,7,140
2015,6,UNAMID,Tunisia,Individual Police,30,2,32
2015,6,UNAMID,Turkey,Individual Police,18,0,18
2015,6,UNAMID,Yemen,Individual Police,160,0,160
2015,6,UNAMID,Zambia,Individual Police,61,8,69
2015,6,UNAMID,Zimbabwe,Individual Police,4,1,5
2015,6,UNDOF,Bhutan,Contingent Troops,1,0,1
2015,6,UNDOF,Fiji,Contingent Troops,276,22,298
2015,6,UNDOF,India,Contingent Troops,189,1,190
2015,6,UNDOF,Ireland,Contingent Troops,137,1,138
2015,6,UNDOF,Nepal,Contingent Troops,159,1,160
2015,6,UNDOF,Netherlands,Contingent Troops,2,0,2
2015,6,UNFICYP,Argentina,Contingent Troops,250,15,265
2015,6,UNFICYP,Australia,Individual Police,12,3,15
2015,6,UNFICYP,Austria,Contingent Troops,4,0,4
2015,6,UNFICYP,Bolivia,Individual Police,7,1,8
2015,6,UNFICYP,Brazil,Contingent Troops,1,0,1
2015,6,UNFICYP,Canada,Contingent Troops,1,0,1
2015,6,UNFICYP,Chile,Contingent Troops,14,0,14
2015,6,UNFICYP,China,Individual Police,2,0,2
2015,6,UNFICYP,Hungary,Contingent Troops,62,13,75
2015,6,UNFICYP,India,Individual Police,7,1,8
2015,6,UNFICYP,Ireland,Individual Police,10,2,12
2015,6,UNFICYP,Lithuania,Individual Police,0,1,1
2015,6,UNFICYP,Montenegro,Individual Police,3,1,4
2015,6,UNFICYP,Norway,Contingent Troops,2,0,2
2015,6,UNFICYP,Paraguay,Contingent Troops,13,1,14
2015,6,UNFICYP,Romania,Individual Police,2,0,2
2015,6,UNFICYP,Serbia,Individual Police,1,0,1
2015,6,UNFICYP,Slovakia,Individual Police,0,2,2
2015,6,UNFICYP,Ukraine,Individual Police,7,0,7
2015,6,UNFICYP,Ukraine,Contingent Troops,256,19,275
2015,6,UNIFIL,Armenia,Contingent Troops,33,0,33
2015,6,UNIFIL,Austria,Contingent Troops,163,7,170
2015,6,UNIFIL,Bangladesh,Contingent Troops,286,0,286
2015,6,UNIFIL,Belarus,Contingent Troops,3,2,5
2015,6,UNIFIL,Belgium,Contingent Troops,1,0,1
2015,6,UNIFIL,Brazil,Contingent Troops,266,0,266
2015,6,UNIFIL,Brunei,Contingent Troops,30,0,30
2015,6,UNIFIL,Cambodia,Contingent Troops,153,11,164
2015,6,UNIFIL,China,Contingent Troops,406,9,415
2015,6,UNIFIL,Croatia,Contingent Troops,1,0,1
2015,6,UNIFIL,Cyprus,Contingent Troops,2,0,2
2015,6,UNIFIL,Egypt,Contingent Troops,51,1,52
2015,6,UNIFIL,Estonia,Contingent Troops,36,1,37
2015,6,UNIFIL,Fiji,Contingent Troops,143,0,143
2015,6,UNIFIL,Finland,Contingent Troops,297,14,311
2015,6,UNIFIL,France,Contingent Troops,777,55,832
2015,6,UNIFIL,Germany,Contingent Troops,119,6,125
2015,6,UNIFIL,Ghana,Contingent Troops,785,86,871
2015,6,UNIFIL,Greece,Contingent Troops,1,0,1
2015,6,UNIFIL,Guatemala,Contingent Troops,2,0,2
2015,6,UNIFIL,Hungary,Contingent Troops,4,0,4
2015,6,UNIFIL,India,Contingent Troops,883,10,893
2015,6,UNIFIL,Ireland,Contingent Troops,177,21,198
2015,6,UNIFIL,Kenya,Contingent Troops,1,0,1
2015,6,UNIFIL,Malaysia,Contingent Troops,809,14,823
2015,6,UNIFIL,Nepal,Contingent Troops,849,21,870
2015,6,UNIFIL,Qatar,Contingent Troops,3,0,3
2015,6,UNIFIL,Qatar,Contingent Troops,314,7,321
2015,6,UNIFIL,Serbia,Contingent Troops,173,4,177
2015,6,UNIFIL,Serbia,Contingent Troops,3,0,3
2015,6,UNIFIL,Slovenia,Contingent Troops,14,0,14
2015,6,UNIFIL,Spain,Contingent Troops,564,53,617
2015,6,UNIFIL,Spain,Contingent Troops,151,0,151
2015,6,UNIFIL,Switzerland,Contingent Troops,137,22,159
2015,6,UNIFIL,Turkey,Contingent Troops,38,0,38
2015,6,UNISFA,Benin,Experts on Mission,2,0,2
2015,6,UNISFA,Brazil,Experts on Mission,2,0,2
2015,6,UNISFA,Bulgaria,Experts on Mission,1,0,1
2015,6,UNISFA,Burundi,Experts on Mission,1,0,1
2015,6,UNISFA,Cambodia,Experts on Mission,1,0,1
2015,6,UNISFA,Ecuador,Experts on Mission,1,0,1
2015,6,UNISFA,Ethiopia,Individual Police,5,0,5
2015,6,UNISFA,Ghana,Individual Police,3,1,4
2015,6,UNISFA,Guatemala,Experts on Mission,1,0,1
2015,6,UNISFA,India,Experts on Mission,2,0,2
2015,6,UNISFA,Indonesia,Experts on Mission,1,0,1
2015,6,UNISFA,Kyrgyzstan,Experts on Mission,1,0,1
2015,6,UNISFA,Malawi,Contingent Troops,1,0,1
2015,6,UNISFA,Malaysia,Experts on Mission,1,0,1
2015,6,UNISFA,Mali,Contingent Troops,1,0,1
2015,6,UNISFA,Mongolia,Experts on Mission,1,0,1
2015,6,UNISFA,Namibia,Individual Police,4,0,4
2015,6,UNISFA,Nepal,Experts on Mission,1,0,1
2015,6,UNISFA,Nigeria,Contingent Troops,2,0,2
2015,6,UNISFA,Romania,Experts on Mission,1,0,1
2015,6,UNISFA,Rwanda,Individual Police,1,0,1
2015,6,UNISFA,Spain,Experts on Mission,5,0,5
2015,6,UNISFA,Spain,Contingent Troops,1,0,1
2015,6,UNISFA,Switzerland,Individual Police,3,2,5
2015,6,UNISFA,Ukraine,Experts on Mission,2,0,2
2015,6,UNISFA,Yemen,Experts on Mission,4,0,4
2015,6,UNISFA,Zimbabwe,Individual Police,5,4,9
2015,6,UNMIK,Austria,Individual Police,0,1,1
2015,6,UNMIK,Bulgaria,Individual Police,0,1,1
2015,6,UNMIK,Cyprus,Experts on Mission,1,1,2
2015,6,UNMIK,Germany,Individual Police,1,0,1
2015,6,UNMIK,Hungary,Individual Police,1,0,1
2015,6,UNMIK,Italy,Individual Police,1,0,1
2015,6,UNMIK,Mexico,Experts on Mission,1,0,1
2015,6,UNMIK,Poland,Experts on Mission,1,0,1
2015,6,UNMIK,Romania,Experts on Mission,1,0,1
2015,6,UNMIK,Romania,Individual Police,0,1,1
2015,6,UNMIK,Turkey,Individual Police,1,0,1
2015,6,UNMIK,Ukraine,Individual Police,1,0,1
2015,6,UNMIL,Argentina,Individual Police,9,1,10
2015,6,UNMIL,Bangladesh,Individual Police,20,0,20
2015,6,UNMIL,Benin,Experts on Mission,2,0,2
2015,6,UNMIL,Bhutan,Individual Police,5,1,6
2015,6,UNMIL,Bolivia,Experts on Mission,2,0,2
2015,6,UNMIL,Bolivia,Individual Police,7,2,9
2015,6,UNMIL,Brazil,Experts on Mission,2,0,2
2015,6,UNMIL,Bulgaria,Experts on Mission,2,0,2
2015,6,UNMIL,China,Individual Police,18,1,19
2015,6,UNMIL,Denmark,Experts on Mission,3,0,3
2015,6,UNMIL,Ecuador,Experts on Mission,2,0,2
2015,6,UNMIL,Egypt,Individual Police,4,0,4
2015,6,UNMIL,Ethiopia,Experts on Mission,11,0,11
2015,6,UNMIL,Fiji,Individual Police,1,0,1
2015,6,UNMIL,Finland,Contingent Troops,2,0,2
2015,6,UNMIL,France,Contingent Troops,1,0,1
2015,6,UNMIL,Gambia,Individual Police,9,0,9
2015,6,UNMIL,Germany,Individual Police,3,2,5
2015,6,UNMIL,Ghana,Individual Police,16,14,30
2015,6,UNMIL,Ghana,Contingent Troops,763,60,823
2015,6,UNMIL,India,Individual Police,12,0,12
2015,6,UNMIL,Indonesia,Experts on Mission,1,0,1
2015,6,UNMIL,Jordan,Individual Police,16,0,16
2015,6,UNMIL,Jordan,Other,233,0,233
2015,6,UNMIL,Kenya,Individual Police,20,5,25
2015,6,UNMIL,Kyrgyzstan,Individual Police,1,2,3
2015,6,UNMIL,Lithuania,Individual Police,1,0,1
2015,6,UNMIL,Malaysia,Experts on Mission,6,0,6
2015,6,UNMIL,Mexico,Experts on Mission,1,0,1
2015,6,UNMIL,Namibia,Individual Police,6,3,9
2015,6,UNMIL,Nepal,Individual Police,24,2,26
2015,6,UNMIL,Niger,Experts on Mission,2,0,2
2015,6,UNMIL,Nigeria,Individual Police,29,6,35
2015,6,UNMIL,Norway,Individual Police,6,5,11
2015,6,UNMIL,Pakistan,Experts on Mission,9,0,9
2015,6,UNMIL,Paraguay,Experts on Mission,1,0,1
2015,6,UNMIL,Poland,Individual Police,3,0,3
2015,6,UNMIL,Qatar,Individual Police,2,1,3
2015,6,UNMIL,Qatar,Contingent Troops,1,0,1
2015,6,UNMIL,Romania,Individual Police,2,0,2
2015,6,UNMIL,Romania,Individual Police,6,0,6
2015,6,UNMIL,Rwanda,Individual Police,3,0,3
2015,6,UNMIL,Serbia,Individual Police,2,0,2
2015,6,UNMIL,Spain,Individual Police,23,1,24
2015,6,UNMIL,Sweden,Individual Police,6,8,14
2015,6,UNMIL,Switzerland,Individual Police,1,0,1
2015,6,UNMIL,Thailand,Individual Police,0,2,2
2015,6,UNMIL,Togo,Experts on Mission,2,0,2
2015,6,UNMIL,Turkey,Individual Police,8,1,9
2015,6,UNMIL,Uganda,Individual Police,11,0,11
2015,6,UNMIL,Ukraine,Individual Police,14,4,18
2015,6,UNMIL,Ukraine,Individual Police,2,0,2
2015,6,UNMIL,Yemen,Individual Police,10,0,10
2015,6,UNMIL,Zambia,Individual Police,16,6,22
2015,6,UNMIL,Zambia,Experts on Mission,2,0,2
2015,6,UNMIL,Zimbabwe,Individual Police,20,10,30
2015,6,UNMISS,Albania,Individual Police,2,0,2
2015,6,UNMISS,Argentina,Individual Police,4,0,4
2015,6,UNMISS,Australia,Experts on Mission,1,0,1
2015,6,UNMISS,Bangladesh,Individual Police,10,1,11
2015,6,UNMISS,Benin,Experts on Mission,2,0,2
2015,6,UNMISS,Bhutan,Contingent Troops,2,0,2
2015,6,UNMISS,Bolivia,Experts on Mission,2,1,3
2015,6,UNMISS,Bolivia,Individual Police,15,3,18
2015,6,UNMISS,Brazil,Individual Police,3,0,3
2015,6,UNMISS,Cambodia,Experts on Mission,5,0,5
2015,6,UNMISS,Canada,Experts on Mission,4,0,4
2015,6,UNMISS,China,Individual Police,15,0,15
2015,6,UNMISS,Denmark,Experts on Mission,2,0,2
2015,6,UNMISS,Egypt,Experts on Mission,3,0,3
2015,6,UNMISS,Egypt,Experts on Mission,2,0,2
2015,6,UNMISS,Ethiopia,Individual Police,20,1,21
2015,6,UNMISS,Fiji,Individual Police,9,0,9
2015,6,UNMISS,Germany,Individual Police,2,1,3
2015,6,UNMISS,Ghana,Individual Police,11,11,22
2015,6,UNMISS,Guatemala,Experts on Mission,3,0,3
2015,6,UNMISS,Guinea,Experts on Mission,2,0,2
2015,6,UNMISS,India,Individual Police,29,3,32
2015,6,UNMISS,Indonesia,Individual Police,16,0,16
2015,6,UNMISS,Japan,Contingent Troops,267,5,272
2015,6,UNMISS,Jordan,Experts on Mission,3,0,3
2015,6,UNMISS,Kenya,Individual Police,16,5,21
2015,6,UNMISS,Kyrgyzstan,Individual Police,5,0,5
2015,6,UNMISS,Mexico,Experts on Mission,3,0,3
2015,6,UNMISS,Mongolia,Experts on Mission,6,1,7
2015,6,UNMISS,Namibia,Individual Police,6,1,7
2015,6,UNMISS,Nepal,Individual Police,15,2,17
2015,6,UNMISS,Netherlands,Individual Police,12,3,15
2015,6,UNMISS,Netherlands,Experts on Mission,2,0,2
2015,6,UNMISS,Nigeria,Individual Police,34,2,36
2015,6,UNMISS,Norway,Individual Police,16,4,20
2015,6,UNMISS,Paraguay,Experts on Mission,1,0,1
2015,6,UNMISS,Peru,Experts on Mission,2,0,2
2015,6,UNMISS,Poland,Experts on Mission,1,0,1
2015,6,UNMISS,Qatar,Experts on Mission,1,1,2
2015,6,UNMISS,Romania,Individual Police,4,0,4
2015,6,UNMISS,Romania,Individual Police,4,2,6
2015,6,UNMISS,Rwanda,Individual Police,21,7,28
2015,6,UNMISS,Samoa,Individual Police,12,2,14
2015,6,UNMISS,Senegal,Individual Police,4,0,4
2015,6,UNMISS,Serbia,Individual Police,5,8,13
2015,6,UNMISS,Slovenia,Individual Police,11,12,23
2015,6,UNMISS,Spain,Individual Police,18,2,20
2015,6,UNMISS,Sweden,Individual Police,4,8,12
2015,6,UNMISS,Switzerland,Individual Police,1,0,1
2015,6,UNMISS,Switzerland,Experts on Mission,2,0,2
2015,6,UNMISS,Thailand,Experts on Mission,3,0,3
2015,6,UNMISS,Togo,Contingent Troops,1,0,1
2015,6,UNMISS,Turkey,Individual Police,12,0,12
2015,6,UNMISS,Uganda,Individual Police,26,3,29
2015,6,UNMISS,Ukraine,Individual Police,28,5,33
2015,6,UNMISS,Ukraine,Individual Police,2,2,4
2015,6,UNMISS,Ukraine,Individual Police,10,0,10
2015,6,UNMISS,Vietnam,Experts on Mission,2,0,2
2015,6,UNMISS,Yemen,Experts on Mission,9,0,9
2015,6,UNMISS,Zambia,Experts on Mission,2,0,2
2015,6,UNMISS,Zimbabwe,Individual Police,18,17,35
2015,6,UNMOGIP,Chile,Experts on Mission,2,0,2
2015,6,UNMOGIP,Croatia,Experts on Mission,9,0,9
2015,6,UNMOGIP,Finland,Experts on Mission,6,0,6
2015,6,UNMOGIP,Ghana,Experts on Mission,2,0,2
2015,6,UNMOGIP,Philippines,Experts on Mission,5,0,5
2015,6,UNMOGIP,Qatar,Experts on Mission,6,1,7
2015,6,UNMOGIP,Sweden,Experts on Mission,5,0,5
2015,6,UNMOGIP,Switzerland,Experts on Mission,2,0,2
2015,6,UNMOGIP,Thailand,Experts on Mission,1,2,3
2015,6,UNMOGIP,Uruguay,Experts on Mission,2,0,2
2015,6,UNOCI,Argentina,Individual Police,3,0,3
2015,6,UNOCI,Bangladesh,Other,180,0,180
2015,6,UNOCI,Benin,Individual Police,58,3,61
2015,6,UNOCI,Bolivia,Experts on Mission,3,0,3
2015,6,UNOCI,Brazil,Experts on Mission,4,0,4
2015,6,UNOCI,Bulgaria,Individual Police,47,7,54
2015,6,UNOCI,Burundi,Individual Police,50,0,50
2015,6,UNOCI,Cameroon,Individual Police,2,12,14
2015,6,UNOCI,Canada,Individual Police,6,0,6
2015,6,UNOCI,Chad,Individual Police,7,3,10
2015,6,UNOCI,China,Experts on Mission,2,0,2
2015,6,UNOCI,Djibouti,Individual Police,14,2,16
2015,6,UNOCI,Djibouti,Individual Police,14,0,14
2015,6,UNOCI,Ecuador,Experts on Mission,2,0,2
2015,6,UNOCI,Egypt,Individual Police,21,0,21
2015,6,UNOCI,Egypt,Experts on Mission,3,0,3
2015,6,UNOCI,Ethiopia,Experts on Mission,0,2,2
2015,6,UNOCI,France,Individual Police,7,0,7
2015,6,UNOCI,Gambia,Experts on Mission,1,2,3
2015,6,UNOCI,Ghana,Individual Police,5,0,5
2015,6,UNOCI,Guatemala,Experts on Mission,5,0,5
2015,6,UNOCI,Guinea,Experts on Mission,1,1,2
2015,6,UNOCI,India,Experts on Mission,4,0,4
2015,6,UNOCI,Ireland,Experts on Mission,3,0,3
2015,6,UNOCI,Jordan,Individual Police,10,0,10
2015,6,UNOCI,Kazakhstan,Experts on Mission,2,0,2
2015,6,UNOCI,Madagascar,Individual Police,3,0,3
2015,6,UNOCI,Malawi,Experts on Mission,3,0,3
2015,6,UNOCI,Mauritania,Other,139,0,139
2015,6,UNOCI,Mexico,Experts on Mission,3,0,3
2015,6,UNOCI,Morocco,Contingent Troops,718,0,718
2015,6,UNOCI,Namibia,Experts on Mission,1,1,2
2015,6,UNOCI,Nepal,Experts on Mission,3,0,3
2015,6,UNOCI,Niger,Individual Police,39,3,42
2015,6,UNOCI,Niger,Experts on Mission,6,0,6
2015,6,UNOCI,Nigeria,Individual Police,3,1,4
2015,6,UNOCI,Pakistan,Other,189,0,189
2015,6,UNOCI,Paraguay,Experts on Mission,1,0,1
2015,6,UNOCI,Peru,Experts on Mission,3,0,3
2015,6,UNOCI,Poland,Experts on Mission,2,0,2
2015,6,UNOCI,Qatar,Experts on Mission,2,0,2
2015,6,UNOCI,Romania,Experts on Mission,4,2,6
2015,6,UNOCI,Romania,Experts on Mission,9,0,9
2015,6,UNOCI,Rwanda,Individual Police,20,14,34
2015,6,UNOCI,Senegal,Individual Police,36,0,36
2015,6,UNOCI,Senegal,Experts on Mission,6,1,7
2015,6,UNOCI,Serbia,Experts on Mission,3,0,3
2015,6,UNOCI,Spain,Contingent Troops,1,0,1
2015,6,UNOCI,Switzerland,Individual Police,1,0,1
2015,6,UNOCI,Switzerland,Experts on Mission,0,2,2
2015,6,UNOCI,Togo,Individual Police,14,1,15
2015,6,UNOCI,Tunisia,Individual Police,46,0,46
2015,6,UNOCI,Tunisia,Experts on Mission,7,0,7
2015,6,UNOCI,Turkey,Individual Police,6,0,6
2015,6,UNOCI,Uganda,Experts on Mission,3,1,4
2015,6,UNOCI,Ukraine,Individual Police,8,1,9
2015,6,UNOCI,Uruguay,Experts on Mission,2,0,2
2015,6,UNOCI,Vanuatu,Individual Police,2,1,3
2015,6,UNOCI,Yemen,Individual Police,15,0,15
2015,6,UNOCI,Zambia,Experts on Mission,1,1,2
2015,6,UNOCI,Zimbabwe,Experts on Mission,1,2,3
2015,6,UNTSO,Argentina,Experts on Mission,3,0,3
2015,6,UNTSO,Australia,Experts on Mission,8,2,10
2015,6,UNTSO,Austria,Experts on Mission,5,0,5
2015,6,UNTSO,Belgium,Experts on Mission,2,0,2
2015,6,UNTSO,Bhutan,Experts on Mission,1,0,1
2015,6,UNTSO,Canada,Experts on Mission,7,0,7
2015,6,UNTSO,Chile,Experts on Mission,3,0,3
2015,6,UNTSO,China,Experts on Mission,2,0,2
2015,6,UNTSO,Denmark,Experts on Mission,10,0,10
2015,6,UNTSO,Estonia,Experts on Mission,4,0,4
2015,6,UNTSO,Fiji,Experts on Mission,1,0,1
2015,6,UNTSO,Finland,Experts on Mission,16,1,17
2015,6,UNTSO,France,Experts on Mission,1,0,1
2015,6,UNTSO,Ireland,Experts on Mission,11,0,11
2015,6,UNTSO,Nepal,Experts on Mission,3,0,3
2015,6,UNTSO,Netherlands,Experts on Mission,10,2,12
2015,6,UNTSO,Netherlands,Experts on Mission,6,2,8
2015,6,UNTSO,Norway,Experts on Mission,13,0,13
2015,6,UNTSO,Romania,Experts on Mission,3,0,3
2015,6,UNTSO,Serbia,Experts on Mission,1,0,1
2015,6,UNTSO,Slovakia,Experts on Mission,2,0,2
2015,6,UNTSO,Slovenia,Experts on Mission,1,0,1
2015,6,UNTSO,Sweden,Experts on Mission,7,0,7
2015,6,UNTSO,Switzerland,Experts on Mission,13,1,14
2015,6,UNTSO,Ukraine,Experts on Mission,1,0,1
2015,7,MINURSO,Argentina,Individual Police,0,1,1
2015,7,MINURSO,Austria,Experts on Mission,4,0,4
2015,7,MINURSO,Bangladesh,Experts on Mission,7,0,7
2015,7,MINURSO,Brazil,Experts on Mission,8,0,8
2015,7,MINURSO,China,Experts on Mission,10,0,10
2015,7,MINURSO,Croatia,Experts on Mission,5,1,6
2015,7,MINURSO,Egypt,Individual Police,1,1,2
2015,7,MINURSO,Egypt,Experts on Mission,1,0,1
2015,7,MINURSO,France,Experts on Mission,7,0,7
2015,7,MINURSO,Germany,Experts on Mission,4,0,4
2015,7,MINURSO,Ghana,Experts on Mission,7,0,7
2015,7,MINURSO,Guinea,Experts on Mission,4,0,4
2015,7,MINURSO,Honduras,Experts on Mission,12,0,12
2015,7,MINURSO,Hungary,Experts on Mission,7,0,7
2015,7,MINURSO,India,Experts on Mission,3,0,3
2015,7,MINURSO,Indonesia,Experts on Mission,5,0,5
2015,7,MINURSO,Ireland,Experts on Mission,3,0,3
2015,7,MINURSO,Jordan,Individual Police,1,0,1
2015,7,MINURSO,Kazakhstan,Experts on Mission,5,0,5
2015,7,MINURSO,Malawi,Experts on Mission,3,0,3
2015,7,MINURSO,Malaysia,Experts on Mission,4,0,4
2015,7,MINURSO,Mongolia,Experts on Mission,3,1,4
2015,7,MINURSO,Nepal,Experts on Mission,3,0,3
2015,7,MINURSO,Nigeria,Experts on Mission,1,0,1
2015,7,MINURSO,Pakistan,Experts on Mission,13,0,13
2015,7,MINURSO,Paraguay,Experts on Mission,1,0,1
2015,7,MINURSO,Poland,Experts on Mission,2,0,2
2015,7,MINURSO,Qatar,Experts on Mission,4,0,4
2015,7,MINURSO,Romania,Experts on Mission,12,0,12
2015,7,MINURSO,Spain,Experts on Mission,3,0,3
2015,7,MINURSO,Switzerland,Experts on Mission,1,0,1
2015,7,MINURSO,Togo,Experts on Mission,2,0,2
2015,7,MINURSO,Yemen,Individual Police,2,0,2
2015,7,MINUSCA,Bangladesh,Experts on Mission,11,0,11
2015,7,MINUSCA,Benin,Individual Police,31,0,31
2015,7,MINUSCA,Bhutan,Experts on Mission,2,0,2
2015,7,MINUSCA,Bolivia,Experts on Mission,3,0,3
2015,7,MINUSCA,Brazil,Experts on Mission,4,0,4
2015,7,MINUSCA,Bulgaria,Individual Police,23,16,39
2015,7,MINUSCA,Burundi,Individual Police,4,0,4
2015,7,MINUSCA,Cambodia,Experts on Mission,6,0,6
2015,7,MINUSCA,Cameroon,Individual Police,13,6,19
2015,7,MINUSCA,Cameroon,Other,277,14,291
2015,7,MINUSCA,Congo,Individual Police,4,0,4
2015,7,MINUSCA,Congo,Individual Police,28,0,28
2015,7,MINUSCA,Cyprus,Experts on Mission,3,0,3
2015,7,MINUSCA,Djibouti,Individual Police,3,0,3
2015,7,MINUSCA,Djibouti,Other,106,17,123
2015,7,MINUSCA,Egypt,Experts on Mission,5,0,5
2015,7,MINUSCA,France,Individual Police,2,0,2
2015,7,MINUSCA,Gabon,Experts on Mission,3,0,3
2015,7,MINUSCA,Gambia,Experts on Mission,1,1,2
2015,7,MINUSCA,Ghana,Individual Police,2,1,3
2015,7,MINUSCA,Guatemala,Experts on Mission,2,0,2
2015,7,MINUSCA,Guinea,Individual Police,6,3,9
2015,7,MINUSCA,Hungary,Experts on Mission,2,0,2
2015,7,MINUSCA,Indonesia,Experts on Mission,6,0,6
2015,7,MINUSCA,Jordan,Individual Police,2,0,2
2015,7,MINUSCA,Kenya,Experts on Mission,5,1,6
2015,7,MINUSCA,Madagascar,Individual Police,1,0,1
2015,7,MINUSCA,Mali,Individual Police,36,1,37
2015,7,MINUSCA,Mauritania,Experts on Mission,5,0,5
2015,7,MINUSCA,Mexico,Experts on Mission,1,1,2
2015,7,MINUSCA,Morocco,Experts on Mission,2,0,2
2015,7,MINUSCA,Nepal,Experts on Mission,3,0,3
2015,7,MINUSCA,Niger,Individual Police,36,3,39
2015,7,MINUSCA,Pakistan,Experts on Mission,10,0,10
2015,7,MINUSCA,Paraguay,Experts on Mission,1,0,1
2015,7,MINUSCA,Peru,Experts on Mission,5,0,5
2015,7,MINUSCA,Romania,Individual Police,6,4,10
2015,7,MINUSCA,Rwanda,Individual Police,11,15,26
2015,7,MINUSCA,Senegal,Individual Police,24,0,24
2015,7,MINUSCA,Serbia,Experts on Mission,2,0,2
2015,7,MINUSCA,Spain,Experts on Mission,5,0,5
2015,7,MINUSCA,Togo,Individual Police,3,0,3
2015,7,MINUSCA,Tunisia,Individual Police,30,1,31
2015,7,MINUSCA,Turkey,Individual Police,0,1,1
2015,7,MINUSCA,Yemen,Individual Police,2,0,2
2015,7,MINUSCA,Zambia,Experts on Mission,7,2,9
2015,7,MINUSMA,Armenia,Contingent Troops,1,0,1
2015,7,MINUSMA,Bangladesh,Other,140,0,140
2015,7,MINUSMA,Benin,Individual Police,25,0,25
2015,7,MINUSMA,Bhutan,Contingent Troops,3,0,3
2015,7,MINUSMA,Bolivia,Contingent Troops,2,0,2
2015,7,MINUSMA,Bulgaria,Individual Police,13,2,15
2015,7,MINUSMA,Burundi,Individual Police,15,0,15
2015,7,MINUSMA,Cambodia,Contingent Troops,290,13,303
2015,7,MINUSMA,Cameroon,Individual Police,17,1,18
2015,7,MINUSMA,Chad,Individual Police,4,0,4
2015,7,MINUSMA,China,Contingent Troops,388,14,402
2015,7,MINUSMA,Congo,Individual Police,9,1,10
2015,7,MINUSMA,Denmark,Contingent Troops,18,1,19
2015,7,MINUSMA,Djibouti,Individual Police,1,0,1
2015,7,MINUSMA,Djibouti,Individual Police,5,1,6
2015,7,MINUSMA,Egypt,Contingent Troops,65,0,65
2015,7,MINUSMA,Egypt,Contingent Troops,87,4,91
2015,7,MINUSMA,Estonia,Contingent Troops,1,1,2
2015,7,MINUSMA,Finland,Contingent Troops,5,0,5
2015,7,MINUSMA,France,Individual Police,6,0,6
2015,7,MINUSMA,Gambia,Contingent Troops,3,0,3
2015,7,MINUSMA,Germany,Individual Police,7,0,7
2015,7,MINUSMA,Germany,Contingent Troops,7,1,8
2015,7,MINUSMA,Ghana,Individual Police,1,0,1
2015,7,MINUSMA,Guinea,Individual Police,4,0,4
2015,7,MINUSMA,Guinea,Contingent Troops,1,0,1
2015,7,MINUSMA,Indonesia,Contingent Troops,37,2,39
2015,7,MINUSMA,Italy,Contingent Troops,2,0,2
2015,7,MINUSMA,Jordan,Individual Police,4,0,4
2015,7,MINUSMA,Kenya,Contingent Troops,3,1,4
2015,7,MINUSMA,Liberia,Contingent Troops,46,2,48
2015,7,MINUSMA,Madagascar,Individual Police,2,0,2
2015,7,MINUSMA,Mauritania,Contingent Troops,5,0,5
2015,7,MINUSMA,Nepal,Contingent Troops,139,4,143
2015,7,MINUSMA,Netherlands,Individual Police,18,6,24
2015,7,MINUSMA,Niger,Individual Police,8,1,9
2015,7,MINUSMA,Nigeria,Individual Police,2,0,2
2015,7,MINUSMA,Norway,Contingent Troops,18,3,21
2015,7,MINUSMA,Portugal,Contingent Troops,2,0,2
2015,7,MINUSMA,Romania,Individual Police,2,0,2
2015,7,MINUSMA,Senegal,Individual Police,13,2,15
2015,7,MINUSMA,Serbia,Contingent Troops,3,0,3
2015,7,MINUSMA,Sweden,Individual Police,1,2,3
2015,7,MINUSMA,Switzerland,Contingent Troops,1,0,1
2015,7,MINUSMA,Togo,Individual Police,2,0,2
2015,7,MINUSMA,Tunisia,Individual Police,10,0,10
2015,7,MINUSMA,Turkey,Individual Police,1,0,1
2015,7,MINUSMA,Ukraine,Contingent Troops,2,0,2
